District, Township ,Township Pcode,"internally displaced
Det Khi Na,Det Khi Na Thi Ri,MMR018004,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Lewe,MMR018007,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Pyinmana,MMR018006,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Za Bu Thi Ri,MMR018002,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Oke Ta Ra Thi Ri,MMR018008,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Poke Ba Thi Ri,MMR018005,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Tatkon,MMR018003,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Zay Yar Thi Ri,MMR018001,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Ann,MMR012014,3984,0,0,47978.54245,51962.54245,47978.54245,52,36,54,11,13,3984,,,,1000,Yes,52,36,54,11,13,,0,0,100,0.000243902,135.6097561,718.0487805,207.3170732,0,0,0,135.6097561,0,0,0,718.0487805,0,0,0,207.3170732
Kyaukpyu,Kyaukpyu,MMR012011,1001,0,0,45999,47000,45999,52,36,54,11,13,1001,,,,0,Yes,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Munaung,MMR012012,0,0,0,14000,14000,14000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Ramree,MMR012013,0,0,0,26000,26000,26000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maungdaw,Buthidaung,MMR012010,7030,0,15260.83045,4927.692901,27218.52335,20188.52335,52,36,54,11,13,7030,,,,25000,Not,52,36,54,11,13,,0.545967553,84.07900318,15.37502927,0.006097561,3390.243902,17951.21951,5182.926829,0,18.50963168,2850.483279,521.2509922,0,98.00783393,15093.20642,2760.005254,0,28.29709879,4357.753214,796.8765169
Maungdaw,Maungdaw,MMR012009,0,92.20618358,14199.75227,2596.624585,16888.58304,16888.58304,52,36,54,11,13,0,,,,16889,Not,52,36,54,11,13,,0,75.59161304,24.40838696,0.004119268,2290.313171,12127.12585,3501.378049,0,0,1731.284669,559.0285012,0,0,9167.090049,2960.035805,0,0,2646.748146,854.629903
Mrauk-U,Kyauktaw,MMR012004,15095,0,14310.82829,51329.82131,80735.6496,65640.6496,52,36,54,11,13,15095,,,,40000,Not,52,36,54,11,13,,0,40.76022186,59.23977814,0.009756098,5424.390244,28721.95122,8292.682927,0,0,2210.993498,3213.396746,0,0,11707.13104,17014.82018,0,0,3380.115959,4912.566968
Mrauk-U,Minbya,MMR012005,2922,0,28083.06681,40815.15192,71820.21873,68898.21873,52,36,54,11,13,2922,,,,50000,Not,52,36,54,11,13,,0,24.97922532,75.02077468,0.012195122,6780.487805,35902.43902,10365.85366,0,0,1693.713327,5086.774478,0,0,8968.15114,26934.28788,0,0,2589.309942,7776.543717
Mrauk-U,Mrauk-U,MMR012003,22743,0,17342.15837,52084.16748,92169.32585,69426.32585,52,36,54,11,13,22743,,,,50000,Not,52,36,54,11,13,,0,21.80177737,78.19822263,0.012195122,6780.487805,35902.43902,10365.85366,0,0,1478.266856,5302.220949,0,0,7827.369828,28075.0692,0,0,2259.940338,8105.913321
Mrauk-U,Myebon,MMR012006,6579,0,0,29421,36000,29421,52,36,54,11,13,6579,,,,0,Yes,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sittwe,Pauktaw,MMR012007,24429,0,20423.70647,5147.293533,50000,25571,52,36,54,11,13,24429,,,,0,Yes,52,36,54,11,13,,0,18.45949147,81.54050853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sittwe,Ponnagyun,MMR012002,2889,0,905.5801936,33205.41981,37000,34111,52,36,54,11,13,2889,,,,0,Yes,52,36,54,11,13,,0,2.654804004,97.345196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sittwe,Rathedaung,MMR012008,19553,0,7115.377229,31430.52335,58098.90058,38545.90058,52,36,54,11,13,19553,,,,10000,Yes,52,36,54,11,13,,2.298221476,15.32147651,82.38030202,0.002439024,1356.097561,7180.487805,2073.170732,0,31.16612538,207.7741692,1117.157266,0,165.0235128,1100.156752,5915.30754,0,47.64605499,317.6403666,1707.88431
Sittwe,Sittwe,MMR012001,112456,373.7095533,2491.397022,13395.70889,128716.8155,16260.81547,52,36,54,11,13,112456,,,,80000,Yes,52,36,54,11,13,,0,79.87058178,20.12941822,0.019512195,10848.78049,57443.90244,16585.36585,0,0,8664.984092,2183.796396,0,0,45880.77908,11563.12336,0,0,13246.8282,3338.537656
Thandwe,Gwa,MMR012017,0,0,0,12000,12000,12000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thandwe,Thandwe,MMR012015,0,0,0,36000,36000,36000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thandwe,Toungup,MMR012016,0,0,0,44000,44000,44000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hkamti,Hkamti,MMR005033,0,0,0,7653.071188,7653.071188,7653.071188,52,36,54,11,13,0,,,,765,Not,52,36,54,11,13,,0,0,100,0.000186585,103.7414634,549.3073171,158.597561,0,0,0,103.7414634,0,0,0,549.3073171,0,0,0,158.597561
Hkamti,Homalin,MMR005034,0,0,0,41463.52972,41463.52972,41463.52972,52,36,54,11,13,0,,,,4146,Not,52,36,54,11,13,,0,0,100,0.00101122,562.2380488,2977.030244,859.5365854,0,0,0,562.2380488,0,0,0,2977.030244,0,0,0,859.5365854
Kale,Kale,MMR005027,100,0,0,56095,56195,56095,52,36,54,11,13,100,,,,5620,Not,52,36,54,11,13,,0,0,100,0.001370732,762.1268293,4035.434146,1165.121951,0,0,0,762.1268293,0,0,0,4035.434146,0,0,0,1165.121951
Kale,Kalewa,MMR005028,0,0,0,9062.02764,9062.02764,9062.02764,52,36,54,11,13,0,,,,906,Not,52,36,54,11,13,,0,0,100,0.000220976,122.862439,650.5521951,187.8292683,0,0,0,122.862439,0,0,0,650.5521951,0,0,0,187.8292683
Kale,Mingin,MMR005029,0,0,0,16758.93803,16758.93803,16758.93803,52,36,54,11,13,0,,,,1676,Not,52,36,54,11,13,,0,0,100,0.00040878,227.2819512,1203.449756,347.4634146,0,0,0,227.2819512,0,0,0,1203.449756,0,0,0,347.4634146
Kanbalu,Kanbalu,MMR005007,0,0,0,47462.11283,47462.11283,47462.11283,52,36,54,11,13,0,,,,4746,Not,52,36,54,11,13,,0,0,100,0.001157561,643.6039024,3407.859512,983.9268293,0,0,0,643.6039024,0,0,0,3407.859512,0,0,0,983.9268293
Kanbalu,Kyunhla,MMR005008,0,0,0,16714.61708,16714.61708,16714.61708,52,36,54,11,13,0,,,,1671,Not,52,36,54,11,13,,0,0,100,0.000407561,226.6039024,1199.859512,346.4268293,0,0,0,226.6039024,0,0,0,1199.859512,0,0,0,346.4268293
Katha,Banmauk,MMR005023,0,0,0,18092.58099,18092.58099,18092.58099,52,36,54,11,13,0,,,,1809,Not,52,36,54,11,13,,0,0,100,0.00044122,245.3180488,1298.950244,375.0365854,0,0,0,245.3180488,0,0,0,1298.950244,0,0,0,375.0365854
Katha,Indaw,MMR005021,0,0,0,19312.69167,19312.69167,19312.69167,52,36,54,11,13,0,,,,1931,Not,52,36,54,11,13,,0,0,100,0.000470976,261.862439,1386.552195,400.3292683,0,0,0,261.862439,0,0,0,1386.552195,0,0,0,400.3292683
Katha,Katha,MMR005020,0,0,0,26935.25206,26935.25206,26935.25206,52,36,54,11,13,0,,,,2694,Not,52,36,54,11,13,,0,0,100,0.000657073,365.3326829,1934.423415,558.5121951,0,0,0,365.3326829,0,0,0,1934.423415,0,0,0,558.5121951
Katha,Tigyaing,MMR005022,0,0,0,20868.58169,20868.58169,20868.58169,52,36,54,11,13,0,,,,2087,Not,52,36,54,11,13,,0,0,100,0.000509024,283.017561,1498.567805,432.6707317,0,0,0,283.017561,0,0,0,1498.567805,0,0,0,432.6707317
Kawlin,Kawlin,MMR005024,0,0,0,23332.24819,23332.24819,23332.24819,52,36,54,11,13,0,,,,2333,Not,52,36,54,11,13,,0,0,100,0.000569024,316.377561,1675.207805,483.6707317,0,0,0,316.377561,0,0,0,1675.207805,0,0,0,483.6707317
Kawlin,Pinlebu,MMR005026,0,0,0,17980.17279,17980.17279,17980.17279,52,36,54,11,13,0,,,,1798,Not,52,36,54,11,13,,0,0,100,0.000438537,243.8263415,1291.051707,372.7560976,0,0,0,243.8263415,0,0,0,1291.051707,0,0,0,372.7560976
Kawlin,Wuntho,MMR005025,0,0,0,11785.99941,11785.99941,11785.99941,52,36,54,11,13,0,,,,1179,Not,52,36,54,11,13,,0,0,100,0.000287561,159.8839024,846.5795122,244.4268293,0,0,0,159.8839024,0,0,0,846.5795122,0,0,0,244.4268293
Mawlaik,Mawlaik,MMR005031,0,0,0,8240.16314,8240.16314,8240.16314,52,36,54,11,13,0,,,,824,Not,52,36,54,11,13,,0,0,100,0.000200976,111.742439,591.6721951,170.8292683,0,0,0,111.742439,0,0,0,591.6721951,0,0,0,170.8292683
Mawlaik,Paungbyin,MMR005032,0,0,0,18096.75615,18096.75615,18096.75615,52,36,54,11,13,0,,,,1810,Not,52,36,54,11,13,,0,0,100,0.000441463,245.4536585,1299.668293,375.2439024,0,0,0,245.4536585,0,0,0,1299.668293,0,0,0,375.2439024
Monywa,Ayadaw,MMR005014,0,0,0,25013.87481,25013.87481,25013.87481,52,36,54,11,13,0,,,,2501,Not,52,36,54,11,13,,0,0,100,0.00061,339.16,1795.84,518.5,0,0,0,339.16,0,0,0,1795.84,0,0,0,518.5
Monywa,Budalin,MMR005013,0,0,0,19838.28028,19838.28028,19838.28028,52,36,54,11,13,0,,,,1984,Not,52,36,54,11,13,,0,0,100,0.000483902,269.0497561,1424.60878,411.3170732,0,0,0,269.0497561,0,0,0,1424.60878,0,0,0,411.3170732
Monywa,Chaung-U,MMR005015,0,0,0,17014.58638,17014.58638,17014.58638,52,36,54,11,13,0,,,,1701,Not,52,36,54,11,13,,0,0,100,0.000414878,230.6721951,1221.400976,352.6463415,0,0,0,230.6721951,0,0,0,1221.400976,0,0,0,352.6463415
Monywa,Monywa,MMR005012,0,0,0,59752.18271,59752.18271,59752.18271,52,36,54,11,13,0,,,,5975,Not,52,36,54,11,13,,0,0,100,0.001457317,810.2682927,4290.341463,1238.719512,0,0,0,810.2682927,0,0,0,4290.341463,0,0,0,1238.719512
Naga Self-Administered Zone,Lahe,MMR005036,0,0,0,8728.817629,8728.817629,8728.817629,52,36,54,11,13,0,,,,873,Not,52,36,54,11,13,,0,0,100,0.000212927,118.3873171,626.8565854,180.9878049,0,0,0,118.3873171,0,0,0,626.8565854,0,0,0,180.9878049
Naga Self-Administered Zone,Lay Shi,MMR005035,0,0,0,1684.6777,1684.6777,1684.6777,52,36,54,11,13,0,,,,168,Not,52,36,54,11,13,,0,0,100,4.09756E-05,22.78243902,120.6321951,34.82926829,0,0,0,22.78243902,0,0,0,120.6321951,0,0,0,34.82926829
Naga Self-Administered Zone,Nanyun,MMR005037,0,0,0,8347.11151,8347.11151,8347.11151,52,36,54,11,13,0,,,,835,Not,52,36,54,11,13,,0,0,100,0.000203659,113.2341463,599.5707317,173.1097561,0,0,0,113.2341463,0,0,0,599.5707317,0,0,0,173.1097561
Sagaing,Myaung,MMR005003,15000,0,0,14794.31229,29794.31229,14794.31229,52,36,54,11,13,15000,,,,2979,Yes,52,36,54,11,13,,0,0,100,0.000726585,403.9814634,2139.067317,617.597561,0,0,0,403.9814634,0,0,0,2139.067317,0,0,0,617.597561
Sagaing,Myinmu,MMR005002,0,0,0,17180.1476,17180.1476,17180.1476,52,36,54,11,13,0,,,,1718,Not,52,36,54,11,13,,0,0,100,0.000419024,232.977561,1233.607805,356.1707317,0,0,0,232.977561,0,0,0,1233.607805,0,0,0,356.1707317
Sagaing,Sagaing,MMR005001,0,0,0,49330.17648,49330.17648,49330.17648,52,36,54,11,13,0,,,,4933,Not,52,36,54,11,13,,0,0,100,0.001203171,668.9629268,3542.134634,1022.695122,0,0,0,668.9629268,0,0,0,3542.134634,0,0,0,1022.695122
Shwebo,Khin-U,MMR005005,0,0,0,23518.52463,23518.52463,23518.52463,52,36,54,11,13,0,,,,2352,Not,52,36,54,11,13,,0,0,100,0.000573659,318.9541463,1688.850732,487.6097561,0,0,0,318.9541463,0,0,0,1688.850732,0,0,0,487.6097561
Shwebo,Shwebo,MMR005004,0,0,0,42844.70528,42844.70528,42844.70528,52,36,54,11,13,0,,,,4284,Not,52,36,54,11,13,,0,0,100,0.001044878,580.9521951,3076.120976,888.1463415,0,0,0,580.9521951,0,0,0,3076.120976,0,0,0,888.1463415
Shwebo,Tabayin,MMR005010,0,0,0,22612.51457,22612.51457,22612.51457,52,36,54,11,13,0,,,,2261,Not,52,36,54,11,13,,0,0,100,0.000551463,306.6136585,1623.508293,468.7439024,0,0,0,306.6136585,0,0,0,1623.508293,0,0,0,468.7439024
Shwebo,Taze,MMR005011,0,0,0,26513.88191,26513.88191,26513.88191,52,36,54,11,13,0,,,,2651,Not,52,36,54,11,13,,0,0,100,0.000646585,359.5014634,1903.547317,549.597561,0,0,0,359.5014634,0,0,0,1903.547317,0,0,0,549.597561
Shwebo,Wetlet,MMR005006,0,0,0,31508.98099,31508.98099,31508.98099,52,36,54,11,13,0,,,,3151,Not,52,36,54,11,13,,0,0,100,0.000768537,427.3063415,2262.571707,653.2560976,0,0,0,427.3063415,0,0,0,2262.571707,0,0,0,653.2560976
Shwebo,Ye-U,MMR005009,0,0,0,18995.37939,18995.37939,18995.37939,52,36,54,11,13,0,,,,1900,Not,52,36,54,11,13,,0,0,100,0.000463415,257.6585366,1364.292683,393.902439,0,0,0,257.6585366,0,0,0,1364.292683,0,0,0,393.902439
Tamu,Tamu,MMR005030,0,0,0,18446.02447,18446.02447,18446.02447,52,36,54,11,13,0,,,,1845,Not,52,36,54,11,13,,0,0,100,0.00045,250.2,1324.8,382.5,0,0,0,250.2,0,0,0,1324.8,0,0,0,382.5
Yinmarbin,Kani,MMR005017,3500,0,0,21069.86596,24569.86596,21069.86596,52,36,54,11,13,3500,,,,2457,Yes,52,36,54,11,13,,0,0,100,0.000599268,333.1931707,1764.245854,509.3780488,0,0,0,333.1931707,0,0,0,1764.245854,0,0,0,509.3780488
Yinmarbin,Pale,MMR005019,0,0,0,23124.93536,23124.93536,23124.93536,52,36,54,11,13,0,,,,2312,Not,52,36,54,11,13,,0,0,100,0.000563902,313.5297561,1660.12878,479.3170732,0,0,0,313.5297561,0,0,0,1660.12878,0,0,0,479.3170732
Yinmarbin,Salingyi,MMR005018,0,0,0,19560.31087,19560.31087,19560.31087,52,36,54,11,13,0,,,,1956,Not,52,36,54,11,13,,0,0,100,0.000477073,265.2526829,1404.503415,405.5121951,0,0,0,265.2526829,0,0,0,1404.503415,0,0,0,405.5121951
Yinmarbin,Yinmarbin,MMR005016,0,0,0,22719.30236,22719.30236,22719.30236,52,36,54,11,13,0,,,,2272,Not,52,36,54,11,13,,0,0,100,0.000554146,308.1053659,1631.406829,471.0243902,0,0,0,308.1053659,0,0,0,1631.406829,0,0,0,471.0243902
Kengtung,Kengtung,MMR016001,0,0,0,70169.53015,70169.53015,70169.53015,52,36,54,11,13,0,,,,25000,Not,52,36,54,11,13,,0,0,100,0.006097561,3390.243902,17951.21951,5182.926829,0,0,0,3390.243902,0,0,0,17951.21951,0,0,0,5182.926829
Kengtung,Mongkhet,MMR016002,0,0,0,7000,7000,7000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kengtung,Mongla,MMR016005,0,0,0,7000,7000,7000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kengtung,Mongping,MMR016007,0,0,0,11000,11000,11000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kengtung,Mongyang,MMR016003,0,0,0,44012.34747,44012.34747,44012.34747,52,36,54,11,13,0,,,,10000,Not,52,36,54,11,13,,0,0,100,0.002439024,1356.097561,7180.487805,2073.170732,0,0,0,1356.097561,0,0,0,7180.487805,0,0,0,2073.170732
Monghsat,Monghsat,MMR016006,0,0,0,42787.38586,42787.38586,42787.38586,52,36,54,11,13,0,,,,10000,Not,52,36,54,11,13,,0,0,100,0.002439024,1356.097561,7180.487805,2073.170732,0,0,0,1356.097561,0,0,0,7180.487805,0,0,0,2073.170732
Monghsat,Mongton,MMR016008,0,0,0,11500,11500,11500,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachileik,Monghpyak,MMR016010,0,0,0,4500,4500,4500,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachileik,Mongyawng,MMR016011,0,0,0,13000,13000,13000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachileik,Tachileik,MMR016009,0,0,0,72497.20254,72497.20254,72497.20254,52,36,54,11,13,0,,,,25000,Not,52,36,54,11,13,,0,0,100,0.006097561,3390.243902,17951.21951,5182.926829,0,0,0,3390.243902,0,0,0,17951.21951,0,0,0,5182.926829
Hopang,Hopang,MMR015021,0,0,0,11000,11000,11000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopang,Mongmao,MMR015008,0,0,0,14000,14000,14000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopang,Pangwaun,MMR015007,0,0,0,21000,21000,21000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokang Self-Administered Zone,Konkyan,MMR015023,0,0,0,21000,21000,21000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokang Self-Administered Zone,Laukkaing,MMR015022,1000,0,0,13000,14000,13000,52,36,54,11,13,1000,,,,0,Yes,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukme,Hsipaw,MMR015014,310,0,0,71910.88267,72220.88267,71910.88267,52,36,54,11,13,310,,,,18055,Not,52,36,54,11,13,,0,0,100,0.004403659,2448.434146,12964.37073,3743.109756,0,0,0,2448.434146,0,0,0,12964.37073,0,0,0,3743.109756
Kyaukme,Kyaukme,MMR015012,5252,0,0,68436.72948,73688.72948,68436.72948,52,36,54,11,13,5252,,,,18422,Not,52,36,54,11,13,,0,0,100,0.004493171,2498.202927,13227.89463,3819.195122,0,0,0,2498.202927,0,0,0,13227.89463,0,0,0,3819.195122
Kyaukme,Namtu,MMR015015,631,0,0,20384.02681,21015.02681,20384.02681,52,36,54,11,13,631,,,,5254,Not,52,36,54,11,13,,0.217489405,0,99.78251059,0.001281463,712.4936585,3772.628293,1089.243902,0,1.54959822,0,710.9440603,0,8.205066832,0,3764.423226,0,2.368990084,0,1086.874912
Kyaukme,Nawnghkio,MMR015013,0,133.2454345,0,61132.00767,61265.2531,61265.2531,52,36,54,11,13,0,,,,15316,Not,52,36,54,11,13,,0,0,100,0.00373561,2076.999024,10997.63512,3175.268293,0,0,0,2076.999024,0,0,0,10997.63512,0,0,0,3175.268293
Lashio,Hseni,MMR015002,267,0.596236304,0,23068.29563,23335.89187,23068.89187,52,36,54,11,13,267,,,,5834,Not,52,36,54,11,13,,0.410202777,0,99.58979722,0.001422927,791.1473171,4189.096585,1209.487805,0,3.245308265,0,787.9020088,0,17.18379053,0,4171.912795,0,4.961352564,0,1204.526452
Lashio,Kunlong,MMR015020,0,98.57448476,0,23932.09773,24030.67221,24030.67221,52,36,54,11,13,0,,,,6008,Not,52,36,54,11,13,,0,0,100,0.001465366,814.7434146,4314.037073,1245.560976,0,0,0,814.7434146,0,0,0,4314.037073,0,0,0,1245.560976
Lashio,Lashio,MMR015001,0,0,0,132229.2093,132229.2093,132229.2093,52,36,54,11,13,0,,,,40000,Not,52,36,54,11,13,,0.00258459,0,99.99741541,0.009756098,5424.390244,28721.95122,8292.682927,0,0.140198255,0,5424.250046,0,0.742344718,0,28721.20887,0,0.214331865,0,8292.468595
Lashio,Mongyai,MMR015003,0,0,0,24276.80936,24276.80936,24276.80936,52,36,54,11,13,0,,,,6069,Not,52,36,54,11,13,,0,0,100,0.001480244,823.0156098,4357.838049,1258.207317,0,0,0,823.0156098,0,0,0,4357.838049,0,0,0,1258.207317
Lashio,Tangyan,MMR015004,0,0,0,70654.036,70654.036,70654.036,52,36,54,11,13,0,,,,17664,Not,52,36,54,11,13,,0,0,100,0.004308293,2395.410732,12683.61366,3662.04878,0,0,0,2395.410732,0,0,0,12683.61366,0,0,0,3662.04878
Matman,Matman,MMR015024,0,0,0,8067.737845,8067.737845,8067.737845,52,36,54,11,13,0,,,,2017,Not,52,36,54,11,13,,0,0,100,0.000491951,273.524878,1448.30439,418.1585366,0,0,0,273.524878,0,0,0,1448.30439,0,0,0,418.1585366
Matman,Narphan,MMR015006,0,0,0,47502.01616,47502.01616,47502.01616,52,36,54,11,13,0,,,,11876,Not,52,36,54,11,13,,0,0,100,0.002896585,1610.501463,8527.547317,2462.097561,0,0,0,1610.501463,0,0,0,8527.547317,0,0,0,2462.097561
Matman,Pangsang (Panghkam),MMR015005,0,0,0,43328.31517,43328.31517,43328.31517,52,36,54,11,13,0,,,,10832,Not,52,36,54,11,13,,0,0,100,0.002641951,1468.924878,7777.90439,2245.658537,0,0,0,1468.924878,0,0,0,7777.90439,0,0,0,2245.658537
Mongmit,Mabein,MMR015018,0,0,0,19379.41609,19379.41609,19379.41609,52,36,54,11,13,0,,,,4845,Not,52,36,54,11,13,,0,0,100,0.001181707,657.0292683,3478.946341,1004.45122,0,0,0,657.0292683,0,0,0,3478.946341,0,0,0,1004.45122
